Latitude_fireFile,Longitude_fireFile,brightness,scan,track,bright_t31,frp,daynight,type,Sample Measurement,Units of Measure,MDL,fire_occurred
38.4807,-121.8438,323.9,1.0,1.0,312.2,9.4,D,0,5.7,Knots,0.1,0
38.4807,-121.8438,323.9,1.0,1.0,312.2,9.4,D,0,195.0,Degrees Compass,0.1,0
38.4897,-121.8419,324.4,1.0,1.0,311.7,10.0,D,0,5.7,Knots,0.1,0
38.4897,-121.8419,324.4,1.0,1.0,311.7,10.0,D,0,195.0,Degrees Compass,0.1,0
38.4842,-121.8402,316.0,2.6,1.5,300.9,31.0,D,0,7.1,Knots,0.1,1
38.4842,-121.8402,316.0,2.6,1.5,300.9,31.0,D,0,173.0,Degrees Compass,0.1,1
38.4842,-121.8455,323.7,1.5,1.2,308.4,20.9,D,0,7.9,Knots,0.1,1
38.4842,-121.8455,323.7,1.5,1.2,308.4,20.9,D,0,178.0,Degrees Compass,0.1,1
38.4924,-121.8381,314.7,2.6,1.6,295.8,26.5,D,0,6.4,Knots,0.1,0
38.4924,-121.8381,314.7,2.6,1.6,295.8,26.5,D,0,184.0,Degrees Compass,0.1,0
38.4915,-121.8453,326.3,1.0,1.0,309.6,14.6,D,0,4.9,Knots,0.1,1
38.4915,-121.8453,326.3,1.0,1.0,309.6,14.6,D,0,178.0,Degrees Compass,0.1,1
38.4796,-121.8281,316.7,3.4,1.7,301.4,32.1,D,0,4.5,Knots,0.1,0
38.4796,-121.8281,316.7,3.4,1.7,301.4,32.1,D,0,176.0,Degrees Compass,0.1,0
39.318,-121.6861,322.5,1.9,1.3,304.3,24.8,D,0,0.5,Knots,0.1,1
39.318,-121.6861,322.5,1.9,1.3,304.3,24.8,D,0,116.0,Degrees Compass,0.1,1
34.0206,-117.6324,344.4,1.4,1.2,291.4,83.1,N,2,2.4,Knots,0.1,1
34.0206,-117.6324,344.4,1.4,1.2,291.4,83.1,N,2,252.0,Degrees Compass,1.0,1
34.0141,-117.6395,339.1,1.4,1.2,290.9,68.2,N,2,2.4,Knots,0.1,1
34.0141,-117.6395,339.1,1.4,1.2,290.9,68.2,N,2,252.0,Degrees Compass,1.0,1
34.0114,-117.6248,314.2,1.4,1.2,290.4,20.7,N,2,2.4,Knots,0.1,1
34.0114,-117.6248,314.2,1.4,1.2,290.4,20.7,N,2,252.0,Degrees Compass,1.0,1
34.0234,-117.647,303.7,1.4,1.2,290.9,8.9,N,2,2.4,Knots,0.1,0
34.0234,-117.647,303.7,1.4,1.2,290.9,8.9,N,2,252.0,Degrees Compass,1.0,0
38.4836,-121.833,317.2,3.4,1.7,303.5,40.7,D,0,5.7,Knots,0.1,0
38.4836,-121.833,317.2,3.4,1.7,303.5,40.7,D,0,163.0,Degrees Compass,0.1,0
38.4806,-121.8289,315.7,3.4,1.7,303.5,36.0,D,0,5.7,Knots,0.1,1
38.4806,-121.8289,315.7,3.4,1.7,303.5,36.0,D,0,163.0,Degrees Compass,0.1,1
39.1323,-121.5735,328.2,1.2,1.1,309.3,18.2,D,2,0.8,Knots,0.1,1
39.1323,-121.5735,328.2,1.2,1.1,309.3,18.2,D,2,8.0,Degrees Compass,0.1,1
38.4818,-121.8397,332.2,1.4,1.2,300.1,41.0,D,0,5.0,Knots,0.1,1
38.4818,-121.8397,332.2,1.4,1.2,300.1,41.0,D,0,198.0,Degrees Compass,0.1,1
38.4821,-121.846,332.3,1.0,1.0,308.3,23.3,D,0,4.1,Knots,0.1,1
38.4821,-121.846,332.3,1.0,1.0,308.3,23.3,D,0,188.0,Degrees Compass,0.1,1
39.3315,-121.7013,310.1,3.2,1.7,298.3,23.5,D,0,2.8,Knots,0.1,0
39.3315,-121.7013,310.1,3.2,1.7,298.3,23.5,D,0,153.0,Degrees Compass,0.1,0
40.5154,-121.5756,331.9,1.2,1.1,286.7,40.0,D,0,3.5,Knots,0.1,1
40.5154,-121.5756,331.9,1.2,1.1,286.7,40.0,D,0,230.0,Degrees Compass,0.1,1
40.517,-121.5614,324.3,1.2,1.1,286.9,27.2,D,0,3.5,Knots,0.1,1
40.517,-121.5614,324.3,1.2,1.1,286.9,27.2,D,0,230.0,Degrees Compass,0.1,1
40.5208,-121.5571,308.0,1.1,1.0,276.6,13.2,N,0,3.9,Knots,0.1,1
40.5208,-121.5571,308.0,1.1,1.0,276.6,13.2,N,0,206.0,Degrees Compass,0.1,1
40.5189,-121.5692,323.2,1.1,1.0,281.5,27.2,N,0,3.9,Knots,0.1,1
40.5189,-121.5692,323.2,1.1,1.0,281.5,27.2,N,0,206.0,Degrees Compass,0.1,1
40.527,-121.5674,319.7,2.2,1.4,286.3,57.7,D,0,3.3,Knots,0.1,1
40.527,-121.5674,319.7,2.2,1.4,286.3,57.7,D,0,222.0,Degrees Compass,0.1,1
33.7455,-117.3012,328.1,1.1,1.0,314.2,12.5,D,0,0.4,Knots,0.1,1
38.3361,-121.4229,313.1,1.4,1.2,299.0,8.8,D,0,11.5,Knots,0.1,0
38.3361,-121.4229,313.1,1.4,1.2,299.0,8.8,D,0,244.6,Degrees Compass,0.1,0
39.1062,-121.6349,328.2,1.4,1.2,301.6,31.5,D,2,0.1,Knots,0.1,1
39.1062,-121.6349,328.2,1.4,1.2,301.6,31.5,D,2,86.0,Degrees Compass,0.1,1
39.0883,-121.6138,328.0,1.3,1.2,305.5,26.8,D,2,1.1,Knots,0.1,1
39.0883,-121.6138,328.0,1.3,1.2,305.5,26.8,D,2,86.0,Degrees Compass,0.1,1
39.0855,-121.6289,316.2,1.4,1.2,304.5,9.0,D,0,1.1,Knots,0.1,0
39.0855,-121.6289,316.2,1.4,1.2,304.5,9.0,D,0,86.0,Degrees Compass,0.1,0
39.1056,-121.6352,340.9,1.4,1.2,306.5,55.9,D,2,1.1,Knots,0.1,1
39.1056,-121.6352,340.9,1.4,1.2,306.5,55.9,D,2,86.0,Degrees Compass,0.1,1
39.101,-121.6434,317.9,1.0,1.0,304.2,7.9,D,2,0.6,Knots,0.1,1
39.101,-121.6434,317.9,1.0,1.0,304.2,7.9,D,2,36.0,Degrees Compass,0.1,1
39.3134,-121.6621,305.4,1.0,1.0,294.3,3.7,D,0,3.7,Knots,0.1,1
39.3134,-121.6621,305.4,1.0,1.0,294.3,3.7,D,0,308.0,Degrees Compass,0.1,1
38.8994,-120.0419,305.9,1.1,1.0,282.1,9.3,D,0,4.5,Knots,0.1,0
38.8994,-120.0419,305.9,1.1,1.0,282.1,9.3,D,0,98.0,Degrees Compass,0.1,0
39.0716,-121.5768,311.4,1.7,1.3,288.5,16.4,D,0,0.8,Knots,0.1,1
39.0716,-121.5768,311.4,1.7,1.3,288.5,16.4,D,0,27.0,Degrees Compass,0.1,1
37.7168,-119.6536,340.9,1.0,1.0,298.1,45.1,D,0,6.6,Knots,0.1,1
37.7168,-119.6536,340.9,1.0,1.0,298.1,45.1,D,0,80.0,Degrees Compass,0.1,1
37.715,-119.6651,323.7,1.0,1.0,297.4,20.4,D,0,6.6,Knots,0.1,1
37.715,-119.6651,323.7,1.0,1.0,297.4,20.4,D,0,80.0,Degrees Compass,0.1,1
37.0422,-119.9747,305.2,1.8,1.3,292.2,9.9,D,0,1.8,Knots,0.1,0
37.0422,-119.9747,305.2,1.8,1.3,292.2,9.9,D,0,347.6,Degrees Compass,0.1,0
37.0404,-119.9551,310.2,1.8,1.3,291.3,16.5,D,0,1.8,Knots,0.1,1
37.0404,-119.9551,310.2,1.8,1.3,291.3,16.5,D,0,347.6,Degrees Compass,0.1,1
39.3381,-121.6651,304.4,1.1,1.1,292.3,5.9,D,2,0.9,Knots,0.1,0
39.3381,-121.6651,304.4,1.1,1.1,292.3,5.9,D,2,122.0,Degrees Compass,0.1,0
38.9138,-120.0349,314.9,1.0,1.0,281.1,16.1,D,0,1.3,Knots,0.1,0
38.9138,-120.0349,314.9,1.0,1.0,281.1,16.1,D,0,175.0,Degrees Compass,0.1,0
33.9914,-117.3885,326.9,1.0,1.0,285.9,27.7,N,2,2.0,Knots,0.1,1
33.9914,-117.3885,326.9,1.0,1.0,285.9,27.7,N,2,170.0,Degrees Compass,1.0,1
33.9898,-117.3992,310.2,1.0,1.0,285.3,11.9,N,2,2.0,Knots,0.1,1
33.9898,-117.3992,310.2,1.0,1.0,285.3,11.9,N,2,170.0,Degrees Compass,1.0,1
39.5409,-122.2487,309.8,1.8,1.3,292.8,16.2,D,0,1.3,Knots,0.1,0
39.5409,-122.2487,309.8,1.8,1.3,292.8,16.2,D,0,275.0,Degrees Compass,0.1,0
39.1727,-121.9625,337.5,1.5,1.2,296.7,64.1,D,0,0.3,Knots,0.1,1
39.1727,-121.9625,337.5,1.5,1.2,296.7,64.1,D,0,339.0,Degrees Compass,0.1,1
39.1696,-121.979,310.0,1.5,1.2,296.8,10.3,D,0,0.3,Knots,0.1,1
39.1696,-121.979,310.0,1.5,1.2,296.8,10.3,D,0,339.0,Degrees Compass,0.1,1
40.5408,-121.5738,367.3,1.6,1.2,292.0,219.0,D,0,0.2,Knots,0.1,1
40.5408,-121.5738,367.3,1.6,1.2,292.0,219.0,D,0,73.0,Degrees Compass,0.1,1
40.5392,-121.5919,328.4,1.6,1.2,289.8,55.6,D,0,0.2,Knots,0.1,1
40.5392,-121.5919,328.4,1.6,1.2,289.8,55.6,D,0,73.0,Degrees Compass,0.1,1
38.9053,-120.0338,304.6,1.5,1.2,285.8,12.3,D,0,1.0,Knots,0.1,0
38.9053,-120.0338,304.6,1.5,1.2,285.8,12.3,D,0,175.0,Degrees Compass,0.1,0
36.2617,-118.0001,314.8,1.2,1.1,299.2,11.0,D,0,19.8,Knots,0.1,1
36.2617,-118.0001,314.8,1.2,1.1,299.2,11.0,D,0,356.9,Degrees Compass,0.1,1
36.2617,-118.0001,314.8,1.2,1.1,299.2,11.0,D,0,14.9,Knots,0.1,1
36.2617,-118.0001,314.8,1.2,1.1,299.2,11.0,D,0,12.9,Degrees Compass,0.1,1
39.3372,-121.7332,303.6,1.6,1.2,290.7,8.7,D,0,3.5,Knots,0.1,0
39.3372,-121.7332,303.6,1.6,1.2,290.7,8.7,D,0,343.0,Degrees Compass,0.1,0
39.509,-122.1614,317.5,1.7,1.3,291.2,28.6,D,0,2.6,Knots,0.1,1
39.509,-122.1614,317.5,1.7,1.3,291.2,28.6,D,0,340.0,Degrees Compass,0.1,1
39.5014,-122.199,318.4,1.7,1.3,293.6,30.1,D,2,2.6,Knots,0.1,1
39.5014,-122.199,318.4,1.7,1.3,293.6,30.1,D,2,340.0,Degrees Compass,0.1,1
39.4975,-122.2179,339.9,1.7,1.3,294.6,90.3,D,0,2.6,Knots,0.1,1
39.4975,-122.2179,339.9,1.7,1.3,294.6,90.3,D,0,340.0,Degrees Compass,0.1,1
37.5984,-118.9987,301.2,1.1,1.1,280.0,9.1,D,0,2.1,Knots,0.1,0
37.5984,-118.9987,301.2,1.1,1.1,280.0,9.1,D,0,261.9,Degrees Compass,0.1,0
39.8447,-121.8068,303.7,4.4,1.9,291.6,40.7,D,0,0.5,Knots,0.1,0
39.8447,-121.8068,303.7,4.4,1.9,291.6,40.7,D,0,307.0,Degrees Compass,0.1,0
35.3539,-118.9832,310.7,1.0,1.0,297.7,4.0,D,2,0.5,Knots,0.1,0
35.3539,-118.9832,310.7,1.0,1.0,297.7,4.0,D,2,21.0,Degrees Compass,1.0,0
35.3539,-118.9832,310.7,1.0,1.0,297.7,4.0,D,2,2.9,Knots,0.1,0
35.3539,-118.9832,310.7,1.0,1.0,297.7,4.0,D,2,1.0,Degrees Compass,0.1,0
35.3539,-118.9832,310.7,1.0,1.0,297.7,4.0,D,2,0.3,Knots,0.1,0
35.3539,-118.9832,310.7,1.0,1.0,297.7,4.0,D,2,95.4,Degrees Compass,0.1,0
39.3484,-121.6559,317.5,1.0,1.0,288.7,16.2,D,0,2.2,Knots,0.1,1
39.3484,-121.6559,317.5,1.0,1.0,288.7,16.2,D,0,269.0,Degrees Compass,0.1,1
39.8463,-121.8027,301.0,1.0,1.0,288.1,4.1,D,0,0.4,Knots,0.1,0
39.8463,-121.8027,301.0,1.0,1.0,288.1,4.1,D,0,2.0,Degrees Compass,0.1,0
39.1134,-121.5922,313.2,1.0,1.0,291.3,10.4,D,2,0.7,Knots,0.1,1
39.1134,-121.5922,313.2,1.0,1.0,291.3,10.4,D,2,37.0,Degrees Compass,0.1,1
34.4103,-119.5175,304.9,1.0,1.0,293.8,4.6,D,2,0.2,Knots,0.1,0
34.4103,-119.5175,304.9,1.0,1.0,293.8,4.6,D,2,327.0,Degrees Compass,0.1,0
33.6255,-116.0915,304.1,1.0,1.0,293.1,3.5,D,0,4.2,Knots,0.1,0
33.6255,-116.0915,304.1,1.0,1.0,293.1,3.5,D,0,17.0,Degrees Compass,1.0,0
36.823,-118.1887,340.8,1.1,1.0,285.5,53.4,D,0,2.5,Knots,0.1,1
36.823,-118.1887,340.8,1.1,1.0,285.5,53.4,D,0,177.0,Degrees Compass,0.1,1
33.1885,-115.4681,312.7,1.4,1.2,297.9,12.6,D,0,68.6,Degrees Compass,0.1,1
33.1823,-115.4717,312.4,1.4,1.2,296.6,11.9,D,0,68.6,Degrees Compass,0.1,1
39.1766,-121.9621,301.7,2.6,1.5,289.4,19.7,D,0,0.8,Knots,0.1,0
39.1766,-121.9621,301.7,2.6,1.5,289.4,19.7,D,0,351.0,Degrees Compass,0.1,0
39.1172,-121.5947,304.0,1.0,1.0,289.2,5.2,D,2,2.8,Knots,0.1,0
39.1172,-121.5947,304.0,1.0,1.0,289.2,5.2,D,2,91.0,Degrees Compass,0.1,0
39.1619,-122.0175,316.3,1.0,1.0,290.6,14.4,D,0,1.1,Knots,0.1,1
39.1619,-122.0175,316.3,1.0,1.0,290.6,14.4,D,0,15.0,Degrees Compass,0.1,1
39.1708,-122.0195,328.9,1.0,1.0,291.9,27.1,D,0,1.1,Knots,0.1,1
39.1708,-122.0195,328.9,1.0,1.0,291.9,27.1,D,0,15.0,Degrees Compass,0.1,1
39.3093,-121.6741,302.1,1.0,1.0,289.4,4.7,D,0,1.7,Knots,0.1,0
39.3093,-121.6741,302.1,1.0,1.0,289.4,4.7,D,0,104.0,Degrees Compass,0.1,0
37.321,-120.3829,303.3,1.4,1.2,291.9,7.0,D,0,0.6,Knots,0.1,0
37.321,-120.3829,303.3,1.4,1.2,291.9,7.0,D,0,75.9,Degrees Compass,0.1,0
37.3193,-120.3985,325.2,1.4,1.2,291.1,36.3,D,0,0.6,Knots,0.1,1
37.3193,-120.3985,325.2,1.4,1.2,291.1,36.3,D,0,75.9,Degrees Compass,0.1,1
39.3137,-121.6719,301.5,1.3,1.1,290.3,5.1,D,0,2.4,Knots,0.1,0
39.3137,-121.6719,301.5,1.3,1.1,290.3,5.1,D,0,123.0,Degrees Compass,0.1,0
37.3293,-120.3941,320.9,1.1,1.1,285.4,21.3,D,0,0.9,Knots,0.1,1
37.3293,-120.3941,320.9,1.1,1.1,285.4,21.3,D,0,356.3,Degrees Compass,0.1,1
37.3223,-120.3889,321.5,1.1,1.1,283.8,23.0,D,0,0.9,Knots,0.1,1
37.3223,-120.3889,321.5,1.1,1.1,283.8,23.0,D,0,356.3,Degrees Compass,0.1,1
33.627,-116.1058,304.7,1.2,1.1,292.5,4.4,D,0,0.9,Knots,0.1,0
33.627,-116.1058,304.7,1.2,1.1,292.5,4.4,D,0,320.0,Degrees Compass,1.0,0
37.3174,-120.397,307.7,2.8,1.6,292.1,28.4,D,0,2.1,Knots,0.1,1
37.3174,-120.397,307.7,2.8,1.6,292.1,28.4,D,0,70.9,Degrees Compass,0.1,1
38.9058,-119.9869,300.7,2.1,1.4,281.1,20.2,D,0,2.1,Knots,0.1,0
38.9058,-119.9869,300.7,2.1,1.4,281.1,20.2,D,0,210.0,Degrees Compass,0.1,0
33.6284,-116.1009,317.6,1.0,1.0,295.3,13.9,D,0,5.9,Knots,0.1,1
33.6284,-116.1009,317.6,1.0,1.0,295.3,13.9,D,0,325.0,Degrees Compass,1.0,1
36.9754,-119.9921,302.3,1.1,1.1,286.4,6.2,D,0,1.7,Knots,0.1,0
36.9754,-119.9921,302.3,1.1,1.1,286.4,6.2,D,0,85.8,Degrees Compass,0.1,0
37.2543,-120.5316,302.5,1.2,1.1,289.0,6.9,D,0,0.4,Knots,0.1,0
37.2543,-120.5316,302.5,1.2,1.1,289.0,6.9,D,0,158.0,Degrees Compass,1.0,0
34.2936,-119.0586,307.3,2.3,1.5,294.1,19.1,D,0,6.0,Knots,0.1,0
34.2936,-119.0586,307.3,2.3,1.5,294.1,19.1,D,0,80.0,Degrees Compass,0.1,0
34.2915,-119.0832,308.1,2.3,1.5,293.0,20.8,D,0,6.0,Knots,0.1,0
34.2915,-119.0832,308.1,2.3,1.5,293.0,20.8,D,0,80.0,Degrees Compass,0.1,0
34.3045,-119.0845,327.8,2.3,1.5,294.2,80.3,D,0,6.0,Knots,0.1,1
34.3045,-119.0845,327.8,2.3,1.5,294.2,80.3,D,0,80.0,Degrees Compass,0.1,1
34.3057,-119.0683,325.7,2.3,1.5,295.7,71.2,D,0,6.0,Knots,0.1,1
34.3057,-119.0683,325.7,2.3,1.5,295.7,71.2,D,0,80.0,Degrees Compass,0.1,1
34.3039,-119.0913,319.8,2.3,1.5,293.5,49.8,D,0,6.0,Knots,0.1,1
34.3039,-119.0913,319.8,2.3,1.5,293.5,49.8,D,0,80.0,Degrees Compass,0.1,1
34.2952,-119.1029,305.8,1.2,1.1,283.7,12.6,N,0,1.0,Knots,0.1,1
34.2952,-119.1029,305.8,1.2,1.1,283.7,12.6,N,0,353.0,Degrees Compass,0.1,1
36.8239,-118.192,307.6,1.9,1.3,280.5,26.1,D,0,1.6,Knots,0.1,1
36.8239,-118.192,307.6,1.9,1.3,280.5,26.1,D,0,295.0,Degrees Compass,0.1,1
39.193,-121.9835,313.7,1.5,1.2,291.4,19.9,D,2,0.4,Knots,0.1,1
39.193,-121.9835,313.7,1.5,1.2,291.4,19.9,D,2,335.0,Degrees Compass,0.1,1
39.1913,-122.0,306.6,1.4,1.2,291.6,10.7,D,2,0.4,Knots,0.1,1
39.1913,-122.0,306.6,1.4,1.2,291.6,10.7,D,2,335.0,Degrees Compass,0.1,1
