Latitude_fireFile,Longitude_fireFile,brightness,scan,track,bright_t31,frp,daynight,type,date_Time_fireFile,MDL,wind_measurements,Chance_of_fire
36.6241,-119.4627,339.6,1.0,1.0,289.6,42.4,D,0,2020-02-03 21:00:00,0.1,3.2221839999999995,92
36.6312,-119.4535,323.0,1.0,1.0,297.9,16.5,D,0,2020-03-03 19:00:00,0.1,2.6467939999999994,80
36.6359,-119.4809,316.8,1.0,1.0,292.8,11.0,D,0,2020-03-05 19:00:00,0.1,1.841248,77
36.6375,-119.4925,327.5,1.0,1.0,292.4,22.6,D,0,2020-03-05 19:00:00,0.1,1.841248,85
36.642,-119.5305,302.2,1.6,1.2,288.4,7.4,D,0,2020-11-19 19:00:00,0.1,1.9563259999999998,49
36.643,-119.5399,316.2,1.6,1.2,299.6,14.8,D,0,2020-03-02 22:00:00,0.1,2.6467939999999994,73
36.6547,-119.66,334.0,1.0,1.0,300.6,29.2,D,0,2020-03-03 19:00:00,0.1,2.30156,88
36.655,-119.7694,303.3,2.3,1.5,277.8,15.0,D,0,2020-03-09 18:00:00,0.1,1.841248,38
36.6581,-119.7754,302.6,2.3,1.5,277.1,13.3,D,0,2020-03-09 18:00:00,0.1,1.841248,25
36.6587,-119.7156,331.2,1.5,1.2,300.7,43.7,D,2,2020-03-02 22:00:00,0.1,3.2221839999999995,86
36.6598,-119.7214,326.6,1.5,1.2,300.1,32.9,D,2,2020-03-02 22:00:00,0.1,3.2221839999999995,83
36.6615,-119.7045,317.7,1.5,1.2,299.7,16.3,D,0,2020-03-02 22:00:00,0.1,3.2221839999999995,75
36.6836,-119.6781,310.2,1.0,1.0,288.9,8.6,D,0,2020-02-03 21:00:00,0.1,0.690468,67
36.6853,-119.6669,371.9,1.0,1.0,291.4,124.2,D,0,2020-02-03 21:00:00,0.1,0.690468,100
36.6971,-119.6744,300.5,2.5,1.5,284.8,17.3,D,2,2020-02-03 19:00:00,0.1,3.9126519999999996,37
36.6981,-119.7833,300.8,1.1,1.1,290.1,5.7,N,2,2020-07-03 10:00:00,0.1,1.9563259999999998,34
36.7678,-119.9369,304.8,1.3,1.1,293.1,6.1,D,0,2020-11-19 21:00:00,0.1,0.57539,58
36.7902,-119.9303,306.0,1.5,1.2,289.6,10.8,D,0,2020-11-19 19:00:00,0.1,1.6110919999999997,63
36.8152,-119.9405,308.6,3.7,1.8,295.4,27.7,D,0,2020-03-04 20:00:00,0.1,0.690468,66
36.8238,-119.9444,310.3,3.7,1.8,295.6,35.6,D,0,2020-03-04 20:00:00,0.1,0.690468,69
36.826,-119.9491,342.4,1.1,1.0,304.9,42.5,D,0,2020-05-13 19:00:00,0.1,3.567418,90
36.8604,-120.0095,310.0,1.0,1.0,294.9,6.4,D,0,2020-02-10 21:00:00,0.1,3.4523399999999995,69
36.862,-119.9984,307.0,1.0,1.0,295.2,4.5,D,0,2020-02-10 21:00:00,0.1,3.4523399999999995,58
36.8822,-120.0345,300.4,1.0,1.0,283.9,7.0,N,0,2020-10-25 10:00:00,0.1,6.559445999999999,26
36.906,-120.0469,308.0,2.3,1.5,284.4,28.0,D,0,2020-02-03 19:00:00,0.1,6.444367999999999,49
36.9102,-120.0046,303.9,1.3,1.1,290.0,7.2,D,0,2020-11-19 21:00:00,0.1,4.142808,57
36.9245,-120.0494,307.1,2.3,1.5,289.8,18.2,D,0,2020-03-06 19:00:00,0.1,6.444367999999999,55
36.9289,-120.0473,317.3,1.0,1.0,303.7,6.1,D,2,2020-03-06 21:00:00,0.1,7.2499139999999995,62
36.9374,-120.008,325.0,1.0,1.0,311.3,8.8,D,0,2020-04-30 21:00:00,0.1,7.134836,66
36.9463,-120.01,322.7,1.0,1.0,310.2,6.0,D,0,2020-04-30 21:00:00,0.1,7.134836,37
36.9666,-119.9776,302.2,2.3,1.5,288.2,14.0,D,0,2020-01-28 22:00:00,0.1,4.257886,51
36.9706,-119.9881,300.4,1.1,1.1,286.2,4.9,D,0,2020-12-28 21:00:00,0.1,4.142808,31
37.0143,-120.0044,305.6,1.8,1.3,282.1,19.4,D,0,2020-12-28 19:00:00,0.1,3.4523399999999995,0
37.0392,-119.9694,303.2,1.8,1.3,281.9,16.7,D,0,2020-12-28 19:00:00,0.1,3.4523399999999995,0
37.309,-121.8625,301.2,2.1,1.4,288.8,11.0,D,2,2020-12-04 19:00:00,0.1,1.841248,45
37.3147,-120.3541,316.3,1.3,1.2,301.2,12.6,D,0,2020-04-15 19:00:00,0.1,2.992028,69
37.4502,-120.8246,300.2,1.7,1.3,285.4,11.1,D,0,2020-12-14 21:00:00,0.1,2.186482,32
37.4505,-120.7567,301.3,1.4,1.2,288.4,5.9,D,0,2020-11-25 19:00:00,0.1,4.60312,46
37.4534,-120.8187,304.4,1.7,1.3,285.3,15.6,D,0,2020-12-14 21:00:00,0.1,2.186482,59
37.4559,-120.7655,302.6,1.4,1.2,288.7,6.6,D,0,2020-11-25 19:00:00,0.1,4.60312,51
37.4784,-119.7607,316.5,1.0,1.0,300.3,8.1,D,0,2020-04-30 21:00:00,0.1,6.674523999999999,41
37.5381,-120.843,303.7,1.6,1.2,291.7,7.5,D,0,2020-11-10 19:00:00,0.1,1.6110919999999997,56
37.5396,-119.8401,301.4,1.3,1.1,289.1,5.8,D,0,2020-04-02 19:00:00,0.1,4.718197999999999,25
37.5489,-120.8396,303.4,1.6,1.2,291.4,7.2,D,0,2020-11-10 19:00:00,0.1,1.6110919999999997,50
37.5504,-121.0364,310.2,1.0,1.0,281.6,11.6,D,0,2020-11-21 19:00:00,0.1,0.345234,70
37.5512,-120.9511,300.3,1.5,1.2,288.4,5.2,D,2,2020-11-25 19:00:00,0.1,4.718197999999999,33
37.6179,-120.9552,308.0,1.0,1.0,293.7,5.3,D,2,2020-11-24 21:00:00,0.1,2.30156,66
37.6591,-121.3738,302.2,1.2,1.1,281.3,7.5,D,0,2020-11-19 19:00:00,0.1,4.257886,45
37.6615,-121.3809,301.6,1.2,1.1,282.1,6.9,D,0,2020-11-19 19:00:00,0.1,4.257886,38
37.6686,-121.356,304.1,1.5,1.2,281.4,12.1,D,0,2020-12-28 19:00:00,0.1,4.948353999999999,50
37.7434,-121.4052,326.7,1.1,1.0,312.4,8.8,D,2,2020-07-07 19:00:00,0.1,10.472097999999999,46
37.7462,-121.4123,322.0,1.1,1.0,307.3,7.2,D,2,2020-05-04 19:00:00,0.1,6.674523999999999,68
37.7469,-121.4052,321.0,1.1,1.0,304.3,7.5,D,2,2020-08-24 19:00:00,0.1,8.515772,49
37.7482,-121.4127,315.1,1.1,1.0,297.5,6.7,D,2,2020-04-18 19:00:00,0.1,6.444367999999999,60
37.7845,-121.1921,325.9,1.0,1.0,308.5,11.3,D,2,2020-05-06 19:00:00,0.1,4.142808,77
37.8129,-121.1703,323.4,1.0,1.0,295.4,16.0,D,0,2020-04-11 19:00:00,0.1,4.60312,80
37.9728,-121.2848,345.8,1.2,1.1,320.5,41.6,D,2,2020-07-05 21:00:00,0.1,5.638822,91
37.973,-120.3625,303.9,1.0,1.0,290.9,4.5,D,2,2020-04-11 19:00:00,0.1,0.345234,24
38.1892,-120.6882,328.7,1.1,1.0,305.8,19.6,D,0,2020-06-16 19:00:00,0.1,1.6110919999999997,78
38.1908,-120.7003,326.4,1.1,1.0,305.1,17.3,D,0,2020-06-16 19:00:00,0.1,1.6110919999999997,75
38.2544,-121.3808,303.6,1.8,1.3,292.0,11.6,D,0,2020-02-19 19:00:00,0.1,1.15078,56
38.4544,-121.2375,325.2,1.0,1.0,306.1,13.1,D,0,2020-05-06 19:00:00,0.1,1.841248,77
38.456,-121.2491,325.9,1.0,1.0,305.8,13.9,D,0,2020-05-06 19:00:00,0.1,1.841248,78
38.4705,-121.8367,300.1,1.1,1.0,280.7,4.1,D,0,2020-03-06 21:00:00,0.1,11.737955999999999,25
38.9086,-120.0356,310.7,1.0,1.0,268.6,13.8,D,0,2020-01-09 21:00:00,0.1,2.30156,42
39.0513,-121.5546,341.9,1.1,1.1,302.2,43.8,D,0,2020-05-30 21:00:00,0.1,2.416638,86
39.0726,-121.5977,309.0,1.0,1.0,298.2,3.6,D,0,2020-10-27 19:00:00,0.1,1.380936,41
39.0768,-121.6134,317.0,1.1,1.1,303.7,7.7,D,0,2020-10-18 19:00:00,0.1,0.460312,66
39.0784,-121.6244,332.5,1.5,1.2,307.7,40.0,D,0,2020-10-18 21:00:00,0.1,1.7261699999999998,84
39.0815,-121.608,319.8,1.5,1.2,305.4,13.0,D,0,2020-10-18 21:00:00,0.1,1.7261699999999998,67
39.0851,-121.6416,306.2,1.2,1.1,295.3,5.4,D,0,2020-02-12 21:00:00,0.1,2.071404,63
39.0851,-121.6097,309.1,1.1,1.1,294.1,7.5,D,0,2020-11-06 21:00:00,0.1,1.035702,64
39.0882,-121.6373,303.5,1.0,1.0,292.0,4.3,D,2,2020-12-01 21:00:00,0.1,3.107106,56
39.0999,-121.6181,321.1,1.1,1.0,310.4,9.3,D,2,2020-10-16 21:00:00,0.1,1.15078,62
39.1192,-121.614,317.3,1.0,1.0,298.2,8.3,D,2,2020-04-11 19:00:00,0.1,3.4523399999999995,61
39.1945,-122.0243,301.3,1.0,1.0,290.5,4.0,D,2,2020-11-21 19:00:00,0.1,1.15078,27
39.2236,-122.0203,312.9,3.6,1.8,288.4,44.0,D,0,2020-04-19 20:00:00,0.1,2.186482,73
39.2276,-122.0155,342.8,1.0,1.0,295.6,42.8,D,0,2020-04-18 19:00:00,0.1,6.904679999999999,80
39.2534,-121.6719,313.6,1.0,1.0,299.4,6.3,D,0,2020-03-13 21:00:00,0.1,10.357019999999999,72
39.2571,-121.6771,326.7,1.2,1.1,310.8,15.4,D,0,2020-07-02 19:00:00,0.1,2.071404,75
39.2572,-121.6616,309.5,1.2,1.1,298.6,4.9,D,0,2020-03-12 19:00:00,0.1,5.984056,66
39.2585,-121.67,333.0,1.2,1.1,310.8,22.6,D,0,2020-07-02 19:00:00,0.1,2.071404,81
39.2615,-121.674,329.2,1.0,1.0,312.2,14.5,D,0,2020-07-07 19:00:00,0.1,1.7261699999999998,75
39.2646,-121.6964,315.4,2.2,1.4,299.4,29.3,D,0,2020-11-05 21:00:00,0.1,2.761872,70
39.2814,-121.7268,320.5,1.1,1.1,298.4,17.6,D,0,2020-11-03 19:00:00,0.1,0.690468,78
39.2818,-121.6975,308.8,1.2,1.1,292.3,8.6,D,0,2020-02-12 21:00:00,0.1,4.142808,68
39.2836,-121.7396,316.9,1.1,1.1,300.0,13.3,D,0,2020-11-03 19:00:00,0.1,0.690468,74
39.2851,-121.6709,349.1,1.0,1.0,301.7,56.8,D,2,2020-10-30 21:00:00,0.1,0.8055459999999999,95
39.2982,-121.6891,300.2,1.2,1.1,289.0,4.7,D,0,2020-11-10 21:00:00,0.1,2.761872,31
39.3007,-121.6753,307.5,1.2,1.1,289.9,10.4,D,0,2020-11-10 21:00:00,0.1,2.761872,65
39.3066,-121.7499,310.1,2.2,1.4,299.6,15.4,D,0,2020-03-10 21:00:00,0.1,2.071404,59
39.3144,-121.7442,314.5,1.0,1.0,298.0,8.4,D,0,2020-03-10 19:00:00,0.1,2.416638,70
39.3166,-121.6548,320.6,1.3,1.1,305.3,16.5,D,0,2020-10-12 22:00:00,0.1,0.8055459999999999,72
39.3174,-121.6577,323.0,1.3,1.1,310.8,12.4,D,0,2020-06-03 19:00:00,0.1,4.833276,60
39.3205,-121.6544,305.5,1.0,1.0,295.4,3.8,D,0,2020-02-17 21:00:00,0.1,7.4800699999999996,62
39.3285,-121.6526,315.4,1.0,1.0,296.8,9.7,D,0,2020-03-03 19:00:00,0.1,4.142808,75
39.3316,-121.6954,300.7,1.9,1.4,289.9,9.1,D,0,2020-11-24 20:00:00,0.1,5.293587999999999,40
39.3318,-121.6944,320.3,1.0,1.0,302.6,10.1,D,0,2020-05-04 19:00:00,0.1,0.57539,74
39.3336,-121.7061,341.0,1.0,1.0,304.3,38.6,D,0,2020-05-04 19:00:00,0.1,0.57539,91
39.3338,-121.7098,318.7,1.8,1.3,304.8,17.8,D,0,2020-05-04 21:00:00,0.1,0.460312,61
39.3361,-121.705,308.1,1.0,1.0,292.2,7.4,D,0,2020-11-24 21:00:00,0.1,4.948353999999999,67
39.3363,-121.6984,322.2,1.7,1.3,302.1,24.7,D,0,2020-05-01 19:00:00,0.1,3.7975739999999996,76
39.3378,-121.6935,314.0,1.0,1.0,291.7,11.7,D,0,2020-11-24 21:00:00,0.1,4.948353999999999,74
39.342,-121.7364,319.8,1.0,1.0,293.0,16.2,D,0,2020-12-10 21:00:00,0.1,2.071404,80
39.3434,-121.6912,300.1,1.9,1.4,289.5,8.2,D,0,2020-11-24 20:00:00,0.1,5.293587999999999,26
39.4558,-122.1609,303.7,1.9,1.3,292.4,12.9,D,0,2020-11-28 21:00:00,0.1,1.496014,55
39.4628,-122.1793,328.6,1.5,1.2,305.6,32.4,D,0,2020-10-16 19:00:00,0.1,5.638822,71
39.4985,-122.2326,312.0,1.0,1.0,297.2,7.8,D,0,2020-12-10 21:00:00,0.1,4.02773,67
39.5052,-122.214,303.6,2.3,1.5,289.5,18.5,N,0,2020-08-17 10:00:00,0.1,7.940382,56
39.5072,-122.2405,314.6,2.3,1.5,292.8,42.7,N,0,2020-08-17 10:00:00,0.1,7.940382,90
39.5074,-122.2349,345.2,1.0,1.0,297.3,51.0,D,0,2020-12-10 21:00:00,0.1,4.02773,94
39.5075,-122.2386,324.6,1.2,1.1,307.1,16.8,D,0,2020-08-22 19:00:00,0.1,0.920624,49
39.5081,-122.2304,339.1,3.6,1.8,293.7,261.2,N,0,2020-08-17 05:00:00,0.1,2.87695,100
39.5089,-122.2497,323.1,1.0,1.0,294.7,20.0,N,0,2020-08-18 06:00:00,0.1,0.920624,100
39.509,-122.2317,311.7,1.8,1.3,286.5,25.5,D,0,2020-11-11 22:00:00,0.1,2.87695,61
39.5091,-122.1628,309.7,1.0,1.0,297.3,6.8,D,0,2020-12-10 21:00:00,0.1,4.02773,69
39.5092,-122.2233,319.7,1.0,1.0,297.4,14.8,D,0,2020-12-10 21:00:00,0.1,4.02773,80
39.5103,-122.2379,320.7,1.0,1.0,299.1,14.7,D,0,2020-08-20 21:00:00,0.1,0.460312,71
39.5107,-122.2381,368.2,1.0,1.0,299.4,112.5,N,0,2020-08-18 06:00:00,0.1,0.920624,100
39.5108,-122.211,317.1,1.8,1.3,284.5,35.9,D,2,2020-11-11 22:00:00,0.1,2.87695,77
39.5109,-122.1512,318.2,1.0,1.0,295.9,13.3,D,0,2020-12-10 21:00:00,0.1,4.02773,78
39.5122,-122.2088,312.5,4.2,1.9,289.3,90.7,N,2,2020-08-17 07:00:00,0.1,1.035702,79
39.5146,-122.25,302.7,1.3,1.1,292.4,6.4,N,0,2020-08-20 06:00:00,0.1,3.682496,43
39.5153,-122.2163,319.4,4.2,1.9,289.4,139.6,N,0,2020-08-17 07:00:00,0.1,1.035702,98
39.5159,-122.2319,359.6,2.3,1.5,294.4,285.4,N,0,2020-08-17 10:00:00,0.1,7.940382,100
39.5167,-122.2394,339.8,3.6,1.8,293.9,270.0,N,0,2020-08-17 05:00:00,0.1,2.87695,100
39.5172,-122.2353,304.7,1.3,1.1,293.3,7.9,N,0,2020-08-20 06:00:00,0.1,3.682496,55
39.5183,-122.2125,320.8,2.3,1.5,291.0,61.9,N,2,2020-08-17 10:00:00,0.1,7.940382,100
39.5204,-122.239,347.9,2.3,1.5,293.4,193.4,N,0,2020-08-17 10:00:00,0.1,7.940382,100
39.5391,-122.1627,315.3,1.5,1.2,293.7,14.3,D,0,2020-03-09 22:00:00,0.1,3.3372619999999995,69
39.5411,-122.2167,315.3,1.3,1.1,298.6,15.3,D,0,2020-02-12 21:00:00,0.1,1.15078,76
39.5415,-122.2204,328.8,1.3,1.1,294.4,36.7,D,0,2020-02-12 19:00:00,0.1,5.408666,86
39.5437,-122.21,302.8,1.0,1.0,290.7,4.6,D,0,2020-02-07 19:00:00,0.1,1.380936,54
39.5437,-122.1985,303.3,2.8,1.6,289.2,20.0,D,0,2020-02-13 18:00:00,0.1,0.920624,55
39.5451,-122.222,307.0,1.8,1.3,295.9,11.1,D,0,2020-02-13 22:00:00,0.1,1.496014,65
39.5453,-122.2216,323.4,1.0,1.0,291.6,21.0,D,0,2020-02-07 19:00:00,0.1,1.380936,82
39.5457,-122.2311,303.8,2.8,1.6,290.3,22.8,D,0,2020-02-13 18:00:00,0.1,0.920624,57
39.5463,-122.1795,309.3,1.1,1.0,296.0,7.4,D,0,2020-11-06 21:00:00,0.1,7.4800699999999996,68
39.5474,-122.2389,307.2,1.2,1.1,294.3,6.0,D,0,2020-02-15 22:00:00,0.1,0.690468,61
39.5478,-122.1671,305.5,1.1,1.0,294.1,4.8,D,0,2020-11-06 21:00:00,0.1,7.4800699999999996,60
39.548,-122.2225,303.4,3.5,1.8,291.1,25.3,D,0,2020-02-22 18:00:00,0.1,1.9563259999999998,56
39.5482,-122.1621,306.6,1.8,1.3,287.0,17.4,D,0,2020-12-29 22:00:00,0.1,2.186482,64
39.7354,-121.6435,300.2,1.0,1.0,288.2,4.0,D,0,2020-11-28 19:00:00,0.1,1.035702,32
